target_page,keyword,link1,link2,link3,link4,link5,link6,link7,link8,link9,link10
https://domain.com/ecologische-apparaten-kopen-hoe-interpreteer-ik-energielabels/,energielabels,https://domain.com/beste-wasmachines/,https://domain.com/blog/26/,https://domain.com/beste-stofzuigers/,https://domain.com/beste-koelkasten/,https://domain.com/energie-en-gas-besparen-in-huis-wat-kun-je-doen/,https://domain.com/blog/alle-categorieen/,https://domain.com/monitor-bestellen/,https://domain.com/beste-luchtreinigers/,https://domain.com/tips-geld-besparen-pensioen/,https://domain.com/beste-monitoren/
